	0	0	0.080000	0.180000	0.240000
	1	0	0.280000	0.160000	0.060000
	2	0	0.380000	0.360000	0.180000
	3	0	0.220000	0.200000	0.140000
	4	0	0.160000	0.140000	0.200000
	5	0	0.320000	0.200000	0.140000
	6	0	0.040000	0.220000	0.160000
	7	0	0.080000	0.200000	0.140000
	8	0	0.120000	0.140000	0.020000
	9	0	0.200000	0.060000	0.140000
	10	0	0.280000	0.200000	0.080000
	11	0	0.160000	0.280000	0.380000
	12	0	0.180000	0.380000	0.240000
	13	0	0.180000	0.260000	0.300000
	14	0	0.180000	0.280000	0.120000
	15	0	0.140000	0.020000	0.040000
	16	0	0.360000	0.240000	0.080000
	17	0	0.300000	0.060000	0.340000
	18	0	0.140000	0.340000	0.100000
	19	0	0.140000	0.140000	0.400000
	20	0	0.380000	0.160000	0.280000
	21	0	0.280000	0.340000	0.300000
	22	0	0.060000	0.220000	0.300000
	23	0	0.260000	0.400000	0.220000
	24	0	0.240000	0.140000	0.280000
	25	0	0.340000	0.160000	0.280000
	26	0	0.400000	0.340000	0.140000
	27	0	0.260000	0.380000	0.180000
	28	0	0.220000	0.340000	0.220000
	29	0	0.140000	0.400000	0.280000
	30	0	0.380000	0.160000	0.300000
	31	0	0.280000	0.260000	0.220000
	32	0	0.320000	0.220000	0.120000
	33	0	0.380000	0.180000	0.260000
	34	0	0.060000	0.040000	0.060000
	35	0	0.160000	0.220000	0.240000
	36	0	0.320000	0.040000	0.260000
	37	0	0.060000	0.020000	0.140000
	38	0	0.320000	0.320000	0.140000
	39	0	0.320000	0.040000	0.080000
	40	0	0.160000	0.180000	0.360000
	41	0	0.180000	0.060000	0.200000
	42	0	0.020000	0.360000	0.180000
	43	0	0.220000	0.200000	0.040000
	44	0	0.380000	0.360000	0.280000
	45	0	0.240000	0.020000	0.320000
	46	0	0.320000	0.080000	0.220000
	47	0	0.040000	0.300000	0.380000
	48	0	0.180000	0.060000	0.060000
	49	0	0.220000	0.160000	0.160000
	50	0	0.380000	0.060000	0.240000
	51	0	0.120000	0.140000	0.140000
	52	0	0.220000	0.400000	0.360000
	53	0	0.300000	0.200000	0.260000
	54	0	0.180000	0.080000	0.040000
	55	0	0.240000	0.220000	0.240000
	56	0	0.120000	0.200000	0.160000
	57	0	0.120000	0.200000	0.200000
	58	0	0.320000	0.240000	0.120000
	59	0	0.300000	0.120000	0.360000
	60	0	0.020000	0.220000	0.060000
	61	0	0.020000	0.380000	0.040000
	62	0	0.120000	0.260000	0.040000
	63	0	0.280000	0.020000	0.200000
	64	0	0.020000	0.100000	0.320000
	65	0	0.240000	0.060000	0.220000
	66	0	0.400000	0.240000	0.400000
	67	0	0.320000	0.060000	0.080000
	68	0	0.240000	0.060000	0.180000
	69	0	0.320000	0.240000	0.040000
	70	0	0.140000	0.120000	0.220000
	71	0	0.160000	0.240000	0.220000
	72	0	0.060000	0.280000	0.380000
	73	0	0.320000	0.220000	0.040000
	74	0	0.080000	0.300000	0.120000
	75	0	0.220000	0.280000	0.260000
	76	0	0.080000	0.340000	0.140000
	77	0	0.240000	0.200000	0.300000
	78	0	0.060000	0.120000	0.340000
	79	0	0.380000	0.240000	0.280000
	80	0	0.340000	0.180000	0.280000
	81	0	0.220000	0.360000	0.260000
	82	0	0.100000	0.320000	0.280000
	83	0	0.200000	0.120000	0.180000
	84	0	0.340000	0.340000	0.240000
	85	0	0.260000	0.180000	0.340000
	86	0	0.380000	0.360000	0.380000
	87	0	0.120000	0.260000	0.200000
	88	0	0.320000	0.260000	0.020000
	89	0	0.320000	0.180000	0.220000
	90	0	0.340000	0.220000	0.180000
	91	0	0.040000	0.300000	0.400000
	92	0	0.320000	0.100000	0.100000
	93	0	0.380000	0.200000	0.180000
	94	0	0.160000	0.300000	0.240000
	95	0	0.060000	0.160000	0.340000
	96	0	0.080000	0.340000	0.280000
	97	0	0.180000	0.300000	0.160000
	98	0	0.120000	0.380000	0.200000
	99	0	0.320000	0.080000	0.060000
	100	0	0.180000	0.240000	0.340000
	101	0	0.260000	0.380000	0.320000
	102	0	0.180000	0.180000	0.320000
	103	0	0.140000	0.120000	0.100000
	104	0	0.340000	0.360000	0.360000
	105	0	0.120000	0.060000	0.340000
	106	0	0.280000	0.380000	0.320000
	107	0	0.400000	0.260000	0.120000
	108	0	0.380000	0.240000	0.400000
	109	0	0.060000	0.160000	0.360000
	110	0	0.280000	0.280000	0.320000
	111	0	0.360000	0.320000	0.400000
	112	0	0.340000	0.220000	0.320000
	113	0	0.080000	0.080000	0.220000
	114	0	0.340000	0.180000	0.400000
	115	0	0.240000	0.260000	0.160000
	116	0	0.380000	0.320000	0.280000
	117	0	0.140000	0.340000	0.320000
	118	0	0.240000	0.180000	0.100000
	119	0	0.320000	0.400000	0.060000
	120	0	0.120000	0.340000	0.240000
	121	0	0.080000	0.400000	0.260000
	122	0	0.140000	0.020000	0.220000
	123	0	0.240000	0.400000	0.140000
	124	0	0.380000	0.400000	0.040000
	125	0	0.060000	0.180000	0.080000
	126	0	0.120000	0.280000	0.060000
	127	0	0.380000	0.340000	0.280000
	128	0	0.020000	0.340000	0.200000
	129	0	0.400000	0.380000	0.280000
	130	0	0.180000	0.320000	0.120000
	131	0	0.260000	0.160000	0.400000
	132	0	0.280000	0.100000	0.140000
	133	0	0.360000	0.100000	0.040000
	134	0	0.280000	0.220000	0.340000
	135	0	0.060000	0.180000	0.320000
	136	0	0.320000	0.320000	0.020000
	137	0	0.180000	0.280000	0.260000
	138	0	0.340000	0.060000	0.080000
	139	0	0.240000	0.160000	0.020000
	140	0	0.340000	0.380000	0.340000
	141	0	0.100000	0.260000	0.180000
	142	0	0.280000	0.380000	0.060000
	143	0	0.400000	0.400000	0.020000
	144	0	0.360000	0.020000	0.060000
	145	0	0.060000	0.340000	0.100000
	146	0	0.240000	0.160000	0.400000
	147	0	0.260000	0.320000	0.180000
	148	0	0.160000	0.340000	0.060000
	149	0	0.020000	0.200000	0.300000
	150	0	0.120000	0.020000	0.020000
	151	0	0.260000	0.180000	0.200000
	152	0	0.400000	0.020000	0.340000
	153	0	0.120000	0.180000	0.080000
	154	0	0.080000	0.380000	0.200000
	155	0	0.020000	0.300000	0.080000
	156	0	0.120000	0.240000	0.180000
	157	0	0.380000	0.280000	0.080000
	158	0	0.320000	0.260000	0.080000
	159	0	0.360000	0.400000	0.360000
	160	0	0.240000	0.060000	0.280000
	161	0	0.080000	0.080000	0.360000
	162	0	0.220000	0.280000	0.020000
	163	0	0.340000	0.300000	0.180000
	164	0	0.300000	0.080000	0.280000
	165	0	0.180000	0.320000	0.380000
	166	0	0.200000	0.400000	0.060000
	167	0	0.080000	0.140000	0.080000
	168	0	0.060000	0.380000	0.140000
	169	0	0.180000	0.120000	0.120000
	170	0	0.200000	0.020000	0.140000
	171	0	0.320000	0.320000	0.160000
	172	0	0.380000	0.100000	0.240000
	173	0	0.040000	0.120000	0.340000
	174	0	0.040000	0.380000	0.400000
	175	0	0.320000	0.340000	0.200000
	176	0	0.280000	0.060000	0.040000
	177	0	0.060000	0.360000	0.100000
	178	0	0.380000	0.140000	0.360000
	179	0	0.340000	0.080000	0.320000
	180	0	0.340000	0.140000	0.380000
	181	0	0.380000	0.120000	0.160000
	182	0	0.380000	0.180000	0.100000
	183	0	0.160000	0.320000	0.180000
	184	0	0.380000	0.140000	0.340000
	185	0	0.260000	0.140000	0.160000
	186	0	0.260000	0.100000	0.220000
	187	0	0.140000	0.320000	0.220000
	188	0	0.260000	0.060000	0.200000
	189	0	0.140000	0.120000	0.080000
	190	0	0.360000	0.220000	0.080000
	191	0	0.300000	0.060000	0.300000
	192	0	0.400000	0.020000	0.320000
	193	0	0.040000	0.060000	0.020000
	194	0	0.220000	0.120000	0.380000
	195	0	0.360000	0.100000	0.320000
	196	0	0.100000	0.380000	0.060000
	197	0	0.240000	0.260000	0.140000
	198	0	0.020000	0.280000	0.020000
	199	0	0.200000	0.100000	0.220000
